src_date_occurred,src_military_time,src_lease_number,src_area_block,src_accident_type,src_panel_district,src_status
10/12/2012,7:00,G28022,MC 698,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
6/27/2007,18:00,G25103,MC 707,- Pollution ,DISTRICT,Complete
10/24/2007,18:15,G14016,MC 711,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
10/21/2004,21:50,G18278,MC 722,- Blowout - Pollution ,DISTRICT,Complete
9/13/2019,15:30,G22897,MC 724,- Required Evacuation ,DISTRICT,Complete
3/12/2016,10:06,G35137,AC 475,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
3/16/2018,16:30,G31195,AC 728,- Other Lifting Device ,DISTRICT,Complete
12/8/2023,8:45,,AC 735,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
2/25/2017,4:30,G35153,AC 772,- Incident >$25K ,DISTRICT,Complete
7/17/2021,10:30,G19409,AC 815,- Incident >$25K - Total Power Loss,DISTRICT,Complete
3/18/2022,18:00,G19409,AC 815,- Pollution ,DISTRICT,Complete
4/1/2022,8:15,G19409,AC 815,- Other Lifting Device ,DISTRICT,Complete
2/6/2016,18:15,G17565,AC 857,- RW/JT (>3 days) - LTA (1-3) days ,DISTRICT,Complete
11/12/2015,1:00,G17565,AC 857,- Incident >$25K - Lifting Device,DISTRICT,Complete
2/8/2016,13:15,G17565,AC 857,- LTA (1-3) days - Required Evacuation ,DISTRICT,Complete
7/12/2018,22:15,G17565,AC 857,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
4/26/2021,1:00,G17565,AC 857,- Other Lifting Device ,DISTRICT,Complete
5/25/2016,15:00,G17565,AC 857,- Pollution ,DISTRICT,Complete
5/5/2016,13:39,,AC 857,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
10/3/2024,9:00,G17565,AC 857,- Fire - Incident >$25K ,DISTRICT,Complete
9/4/2023,13:20,G17565,AC 857,- Pollution ,DISTRICT,Complete
1/3/2023,22:17,G17565,AC 857,- Fire - Incident >$25K - Required Muster - Damaged UPS 7560,DISTRICT,Complete
5/24/2026,3:00,G17565,AC 857,- Crane ,DISTRICT,Pending
6/21/2023,9:20,G17565,AC 857,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
10/29/2021,10:00,G17565,AC 857,- Pollution ,DISTRICT,Complete
10/20/2015,10:15,G33531,KC 96,- Other Lifting Device - Fatality ,PANEL,Complete
5/2/2016,23:00,G33531,KC 96,- Crane ,DISTRICT,Complete
4/1/2015,13:30,G30926,KC 147,- Pollution ,DISTRICT,Complete
8/7/2019,4:30,G33341,KC 686,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
1/6/2016,8:10,G25804,KC 770,"- Deck damage 5"" hole",DISTRICT,Complete
11/23/2025,5:57,G25806,KC 785,- Other Lifting Device ,DISTRICT,Complete
3/7/2024,15:00,G25806,KC 785,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
4/26/2019,3:55,G21444,KC 875,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
4/21/2018,9:00,G21444,KC 875,- LTA (>3 days) ,DISTRICT,Complete
5/28/2019,21:00,G21444,KC 875,- Fire - Incident >$25K - Required Muster ,DISTRICT,Complete
11/16/2018,15:30,G32654,KC 918,- Other Injury - Required Evacuation ,DISTRICT,Complete
5/21/1996,11:00,,Not Applicable,"- St water fire,explosion,injury",DISTRICT,Complete
7/18/2006,12:05,,Not Applicable,- Fatality ,PANEL,Complete
12/24/2006,5:30,,Not Applicable,- Pollution - Anchor drag,PANEL,Complete
6/30/2003,10:16,G22898,MC 725,- Pollution ,DISTRICT,Complete
8/3/2003,22:45,G22898,MC 725,- Pollution ,DISTRICT,Complete
5/2/2014,1:18,G22898,MC 725,- Pollution ,DISTRICT,Complete
3/29/2019,19:25,G22898,MC 725,- Other Lifting Device - Incident >$25K - Dropped Tubing,DISTRICT,Complete
3/30/2007,6:50,G24101,MC 726,- Other Lifting Device ,DISTRICT,Complete
2/13/2015,11:15,G24101,MC 726,- Pollution ,DISTRICT,Complete
3/6/2008,11:30,G24102,MC 727,- LTA (>3 days) - Required Evacuation - Motor Vessel Injury,DISTRICT,Complete
1/9/2021,6:00,G24102,MC 727,- Other,DISTRICT,Complete
1/24/2021,13:30,G24102,MC 727,- Fatality ,PANEL,Complete
6/5/2024,15:38,G24102,MC 727,- Explosion - Incident >$25K - Required Muster - Rupture of nitrogen bottle,DISTRICT,Complete
3/16/2004,11:15,G21778,MC 734,- Pollution ,DISTRICT,Complete
6/6/2004,8:10,G21778,MC 734,- Pollution ,DISTRICT,Complete
2/25/2005,11:00,G21778,MC 734,- Pollution ,DISTRICT,Complete
1/18/2006,17:45,G21778,MC 734,- Injury ,DISTRICT,Complete
5/15/2009,16:00,G27306,MC 736,- Incident >$25K ,DISTRICT,Complete
3/6/2015,16:15,G27306,MC 736,- Incident >$25K - Mechanical Lifting,DISTRICT,Complete
9/15/2015,5:10,G27306,MC 736,- Fire - Smoke/Melted Velcro,DISTRICT,Complete
5/16/2018,10:15,G27306,MC 736,- Pollution ,DISTRICT,Complete
10/30/2006,8:00,G16645,MC 737,- Pollution ,DISTRICT,Complete
12/30/2009,9:00,G16645,MC 737,- Pollution - Incident >$25K - Leaking P&A'd Subsea Wellhead,DISTRICT,Complete
5/31/2011,9:45,G33175,MC 751,- LTA (>3 days) - Required Evacuation - Other Lifting Device - Pipe Rack Handler,DISTRICT,Complete
2/20/2026,12:46,G35833,MC 759,Damaged/Disabled Safety Sys. - Incident >$25K ,DISTRICT,Complete
4/30/2012,7:50,G07957,MC 762,- LTA (>3 days) - Required Evacuation - Incident >$25K - Compound Fracture,DISTRICT,Complete
5/16/2013,22:15,G07957,MC 762,- Pollution ,DISTRICT,Complete
10/21/2014,18:05,G07957,MC 762,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
11/20/2021,2:15,G08852,MC 764,- Incident >$25K - Dropped Objects,DISTRICT,Complete
11/2/2007,14:45,G12166,MC 765,- LTA (>3 days) - Binder bar striking person,DISTRICT,Complete
10/25/2009,18:30,G12166,MC 765,- Pollution - Accolade Base Fluid,DISTRICT,Complete
2/20/2005,11:00,G16647,MC 772,- Injury ,DISTRICT,Complete
6/20/2015,14:05,G16647,MC 772,- Pollution - Spill,DISTRICT,Complete
5/24/2008,14:00,G19996,MC 773,- Crane ,DISTRICT,Complete
7/10/2021,18:15,G19996,MC 773,- Crane - dropped object,DISTRICT,Complete
5/29/2021,5:00,G19996,MC 773,- drill line unspooled,DISTRICT,Complete
5/27/2021,14:15,G19996,MC 773,- Required Evacuation ,DISTRICT,Complete
7/16/2025,18:10,G19996,MC 773,- Structural Damage ,DISTRICT,Complete
5/1/2008,8:00,G19997,MC 775,- RW/JT (>3 days) ,DISTRICT,Complete
8/15/2006,8:00,G09866,MC 776,- Pollution - Pollution,DISTRICT,Complete
7/7/2014,19:40,G09866,MC 776,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
11/5/2006,6:57,G09867,MC 777,- Pollution - Synthetic Oil Base Mud (SOBM),DISTRICT,Complete
7/8/2005,15:25,G09868,MC 778,- Incident >$25K - Ballast Control Failure,DISTRICT,Complete
9/13/2007,15:45,G09868,MC 778,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
5/22/2008,4:15,G09868,MC 778,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
3/6/2010,15:00,G09868,MC 778,- Pollution - Drilling line back-lash,DISTRICT,Complete
7/20/2013,4:10,G09868,MC 778,- Pollution ,DISTRICT,Complete
1/22/2015,23:15,G09868,MC 778,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
3/3/2016,18:45,G09868,MC 778,- Pollution ,DISTRICT,Complete
11/6/2016,10:50,G09868,MC 778,- Pollution ,DISTRICT,Complete
9/18/2017,11:00,,MC 778,Damaged/Disabled Safety Sys. - Fire - Incident >$25K - Required Muster - loss of power,DISTRICT,Complete
7/13/2020,10:55,,MC 778,- Pollution ,DISTRICT,Complete
10/16/2017,17:30,G09868,MC 778,- Other Lifting Device - Incident >$25K - Dropped Object - Riser Jt.,DISTRICT,Complete
10/22/2020,13:59,G09868,MC 778,- Pollution - Need,DISTRICT,Complete
8/2/2020,19:25,,MC 778,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
5/6/2021,7:00,G09868,MC 778,- Pollution ,DISTRICT,Complete
6/7/2021,13:00,G09868,MC 778,- Pollution ,DISTRICT,Complete
6/8/2022,13:10,G09868,MC 778,- Pollution - Subsea Leak,DISTRICT,Complete
6/6/2022,10:30,,MC 778,- Pollution - Subsea Leak,DISTRICT,Complete
2/18/2023,21:27,G09868,MC 778,- RW/JT (1-3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
10/3/2013,19:00,G33757,MC 782,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
8/7/2014,5:25,G33757,MC 782,- Incident >$25K ,DISTRICT,Complete
2/28/2005,23:30,G07963,MC 807,- Pollution ,DISTRICT,Complete
3/18/2005,11:15,G07963,MC 807,- Pollution ,DISTRICT,Complete
9/23/2007,19:23,G07963,MC 807,- RW/JT (>3 days) ,DISTRICT,Complete
6/25/2021,10:45,G07963,MC 807,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
8/27/2021,14:00,G07963,MC 807,- Other Injury - Required Evacuation ,DISTRICT,Complete
9/22/2020,14:30,G07963,MC 807,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/3/2025,17:30,G07963,MC 807,- Incident >$25K - Crane ,DISTRICT,Complete
2/24/2023,11:15,G07963,MC 807,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/6/2023,13:00,,MC 807,- Pollution ,DISTRICT,Complete
4/29/2003,21:00,G05868,MC 809,- Pollution ,DISTRICT,Complete
5/28/2003,18:00,G05868,MC 809,- Pollution - synthetic mud,DISTRICT,Complete
7/21/2007,11:00,,MC 809,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
6/6/2008,10:00,G05868,MC 809,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/7/2014,19:30,G05868,MC 809,- RW/JT (1-3 days) - Required Evacuation ,DISTRICT,Complete
12/9/2020,18:06,G05868,MC 809,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
8/29/2021,3:00,G05868,MC 809,- LTA (>3 days) - Pollution - Incident >$25K - Structural Damage - Lost Object(s),DISTRICT,Complete
1/13/2021,23:04,G05868,MC 809,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
8/20/2022,10:07,G05868,MC 809,- Fire - Required Muster ,DISTRICT,Complete
2/23/2025,8:30,G05868,MC 809,- RW/JT (>3 days) ,DISTRICT,Complete
7/4/2015,11:20,G34461,MC 812,- LTA (>3 days) - Other Injury - Required Evacuation ,DISTRICT,Complete
6/6/2015,21:51,G34462,MC 814,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
9/12/2013,15:00,G33178,MC 816,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
6/2/2019,14:30,G33178,MC 816,- Pollution - Required Muster ,DISTRICT,Complete
5/21/2003,4:00,G14658,MC 822,- Pollution ,DISTRICT,Complete
8/6/2003,:30,G14658,MC 822,- Pollution ,DISTRICT,Complete
8/7/2003,14:45,G14658,MC 822,- Pollution ,DISTRICT,Complete
5/4/2004,19:55,G14658,MC 822,- Pollution - 38.6 bbls Synthetic Based Mud,DISTRICT,Complete
3/15/2005,15:00,G14658,MC 822,- Pollution ,DISTRICT,Complete
2/12/2006,6:30,G14658,MC 822,- Pollution ,DISTRICT,Complete
12/4/2007,12:30,G14658,MC 822,- LTA (>3 days) ,DISTRICT,Complete
3/21/2023,16:45,,MC 854,- LTA (>3 days) - Required Evacuation - Crane - Material Handling,DISTRICT,Complete
5/5/2016,9:30,G33764,MC 895,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/13/2024,20:35,G09896,MC 899,"- LTA (>3 days) - Other Injury - Required Evacuation - Flushing 6"" hoses",DISTRICT,Complete
6/7/2019,22:35,G31534,MC 940,- Collision >$25K - Incident >$25K ,DISTRICT,Complete
5/8/2022,11:30,G31534,MC 940,- Pollution ,DISTRICT,Complete
11/16/2004,18:55,G16661,MC 941,- Injury ,DISTRICT,Complete
9/27/2008,21:30,G16661,MC 941,- Pollution ,DISTRICT,Complete
2/16/2015,12:40,G16661,MC 941,- Pollution - Required Muster ,DISTRICT,Complete
6/19/2023,8:00,G16661,MC 941,- Incident >$25K ,DISTRICT,Complete
5/10/2023,9:33,G16661,MC 941,- Required Muster ,DISTRICT,Complete
11/30/2015,9:15,G24130,MC 942,- RW/JT (>3 days) - LTA (1-3) days - Required Evacuation ,DISTRICT,Complete
5/26/2008,17:30,G28030,MC 948,- Required Muster - Rig listed,DISTRICT,Complete
1/19/2008,10:45,G05953,PN 969,- Fatality ,PANEL,Complete
6/13/2012,14:30,G05953,PN 969,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
12/5/2005,22:00,G23125,PN 891,- Fire ,DISTRICT,Complete
11/26/2015,10:25,G33388,PN 975,- Fire ,DISTRICT,Complete
10/18/2013,15:38,G20605,MU 726,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
12/4/2003,14:15,G04064,MU 739,- Fire ,DISTRICT,Complete
8/22/2009,10:30,G04064,MU 739,- Required Evacuation - Crane ,DISTRICT,Complete
6/18/2005,17:00,G03019,MU 757,- Injury ,DISTRICT,Complete
5/29/2005,8:30,G03021,MU 762,- Injury ,DISTRICT,Complete
8/12/2012,8:25,G03021,MU 762,- LTA (>3 days) - Required Evacuation - Hand Injury,DISTRICT,Complete
7/21/2005,:1,G11221,MU 787,- Fire ,DISTRICT,Complete
6/22/2006,13:45,G04537,MU A31,- Injury ,DISTRICT,Complete
7/4/2014,14:00,G04537,MU A31,- Required Muster - Voluntary Evac for Safety,DISTRICT,Complete
7/2/2006,17:15,G03079,MI 555,- Injury - Crane ,DISTRICT,Complete
1/8/2007,12:00,G07199,MI 605,- LTA (>3 days) ,DISTRICT,Complete
10/27/2003,12:00,G05000,MI 622,- Injury ,DISTRICT,Complete
1/21/2004,3:14,G05000,MI 622,- Crane Boom,DISTRICT,Complete
11/24/2014,9:50,G05000,MI 622,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
11/16/2004,17:00,G03091,MI 632,- Explosion ,DISTRICT,Complete
12/12/2006,7:40,G03096,MI 656,- Fire ,DISTRICT,Complete
3/14/2017,23:30,G04139,MI 657,- Fire ,DISTRICT,Complete
12/22/2004,23:00,G04065,MI 669,- Fire ,DISTRICT,Complete
10/2/2015,20:25,G04548,MI 685,- Fire ,DISTRICT,Complete
4/11/2013,19:30,G03733,MI 703,- RW/JT (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
6/13/2011,10:45,G22188,MI A5,- Crane ,DISTRICT,Complete
4/15/2011,11:40,G09010,BA 375,- Collision - Derrick/plat. NAVAIDS damage,DISTRICT,Complete
7/13/2001,4:30,G22190,BA 417,- Blowout - Injury - Fatality ,PANEL,Complete
11/10/2010,12:30,G27476,BA 437,- RW/JT (1-3 days) - RW/JT (>3 days) - Required Evacuation - Crane - Four fall during basket t/f,DISTRICT,Complete
5/19/2003,1:00,G22193,BA 490,- Fatality - man overboard and missing,DISTRICT,Complete
4/17/2007,2:00,G27483,BA A24,- LTA (>3 days) - Drill Pipe/Valve Back Out,DISTRICT,Complete
12/18/2008,14:00,G02663,BA A70,- Tree bleeding gas,DISTRICT,Complete
4/26/2017,8:30,G01757,BA A105,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
2/1/2003,18:05,G02665,BA A133,- Fire - Injury ,DISTRICT,Complete
2/6/2014,19:00,G02665,BA A133,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/25/2021,7:00,G02665,BA A133,- Explosion ,DISTRICT,Complete
11/18/2007,6:30,G15740,GA 151,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/28/2008,7:40,G15740,GA 151,- Fatality ,PANEL,Complete
2/10/2011,9:45,G15740,GA 151,- Fire - Instrument Panel Fire,DISTRICT,Complete
7/18/2004,22:30,G01777,GA 255,- Fire - Pollution ,DISTRICT,Complete
8/26/2016,17:30,,GA 424,- Crane ,DISTRICT,Complete
2/7/2024,8:55,,GA A244,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
11/18/2005,17:30,G05006,HI 22,- Fire ,DISTRICT,Complete
4/11/2018,17:15,G05006,HI 22,- RW/JT (>3 days) - Required Evacuation - Fire ,DISTRICT,Complete
5/19/2004,8:30,G23193,HI 47,- Fire - Injury ,DISTRICT,Complete
5/2/2005,13:32,G02353,HI 110,- lift boat damages pipeline,DISTRICT,Complete
10/8/2010,13:00,G02353,HI 110,- RW/JT (>3 days) - Required Evacuation - Fire - Platform ESD initiated,DISTRICT,Complete
11/17/2015,7:00,G02353,HI 110,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
6/27/2022,12:00,G02353,HI 110,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
10/28/2006,20:30,G06156,HI 116,- Fire ,DISTRICT,Complete
2/13/2016,13:25,G34025,HI 117,- Fire ,DISTRICT,Complete
12/30/2014,20:30,G33409,HI 131,- LTA (>3 days) - LTA (1-3) days - Required Evacuation ,DISTRICT,Complete
2/10/2007,12:00,G14159,HI 154,- Fire ,DISTRICT,Complete
2/11/2007,14:00,G14159,HI 154,- Fire ,DISTRICT,Complete
1/22/2015,14:54,G14159,HI 154,- Collision >$25K - Collision - Structural Damage - Ship Collision,DISTRICT,Complete
8/4/2015,6:45,,HI 160,- Required Evacuation ,DISTRICT,Complete
11/1/2001,5:30,G21343,HI 162,- Fatality ,DISTRICT,Complete
2/27/2009,14:30,G23197,HI 165,- LTA (>3 days) ,DISTRICT,Complete
6/23/2006,12:30,G03237,HI 193,- derrick fell on heliport,DISTRICT,Complete
7/31/2005,8:20,G22238,HI 197,- Near Miss,DISTRICT,Complete
7/11/2024,7:30,,HI A5,- LTA (>3 days) - Other Injury - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
5/15/2012,14:15,G15781,HI A7,- Pollution - Incident >$25K - Crane - Structural Damage - Well Control Incident,DISTRICT,Complete
1/17/2013,18:05,G26519,HI A119,- Spill,DISTRICT,Complete
2/15/2009,13:15,G04078,HI 39,- LTA (>3 days) - Crane ,DISTRICT,Complete
7/25/2003,13:45,G01848,HI 129,- Pollution - OIL BASED MUD,DISTRICT,Complete
9/22/2013,17:00,G11383,HI A442,- Fire - Required Muster ,DISTRICT,Complete
10/1/2015,12:40,G11383,HI A442,- LTA (>3 days) ,DISTRICT,Complete
9/27/2012,1:30,G03241,HI A443,- Blowout - Required Evacuation - Pollution - Loss of Well Control,DISTRICT,Complete
5/4/2013,20:25,G03241,HI A443,- Required Evacuation ,DISTRICT,Complete
5/4/2013,6:00,G03241,HI A443,- RW/JT (>3 days) ,DISTRICT,Complete
12/28/2001,:45,G02359,HI A446,- Fire - Unknown Pollution-Occured@nite,DISTRICT,Complete
5/13/2007,6:30,G02359,HI A446,- Required Evacuation - Carbon monoxide leak,DISTRICT,Complete
12/4/2019,7:04,G02359,HI A446,- Crane ,DISTRICT,Complete
2/20/2006,8:20,G03242,HI A466,- Blowout - Fatality - Pollution ,PANEL,Complete
2/23/2004,14:00,G02688,HI A467,- Explosion ,DISTRICT,Complete
5/6/2019,19:35,G32771,HI A469,- Other Injury - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
2/10/2012,18:15,G17182,HI A472,- Fire - Incident >$25K - Heater Treater fire tube leak,DISTRICT,Complete
10/21/2022,9:10,G17182,HI A472,- Pollution ,DISTRICT,Complete
10/2/2019,9:55,G02366,HI A474,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
5/29/2003,16:44,G03481,HI A517,- Fire ,DISTRICT,Complete
4/26/2003,18:35,G03481,HI A517,- Fire ,DISTRICT,Complete
10/13/2006,15:30,G02696,HI A531,- Fire ,DISTRICT,Complete
6/6/2014,10:25,G02696,HI A531,- LTA (1-3) days - Required Evacuation ,DISTRICT,Complete
9/2/2009,5:55,G02697,HI A536,- Collision >$25K - Structural Damage ,DISTRICT,Complete
7/18/2013,12:00,G02697,HI A536,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
10/24/2013,7:30,G02697,HI A536,- Pollution ,DISTRICT,Complete
7/31/2014,12:30,G02697,HI A536,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
6/12/2015,20:00,G02698,HI A537,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
1/6/2003,2:00,G18957,HI A538,- Fire ,DISTRICT,Complete
10/31/2006,9:20,G22262,HI A539,- LTA (>3 days) ,DISTRICT,Complete
5/27/2015,5:30,G02705,HI A547,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
5/10/2015,4:30,G02705,HI A547,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/5/2023,17:30,G02705,HI A547,- Fire ,DISTRICT,Complete
8/16/2011,8:20,G03484,HI A557,- Fatality - Incident >$25K - Crane ,PANEL,Complete
2/19/2004,20:45,G02388,HI A563,- Fire ,DISTRICT,Complete
8/31/2013,3:00,G02716,HI A568,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
10/6/2010,13:00,,HI A571,- Incident >$25K ,DISTRICT,Complete
2/1/2011,15:00,G02391,HI A571,- Fire - Battery Charger Fire,DISTRICT,Complete
10/9/2011,11:00,G02391,HI A571,- Required Evacuation ,DISTRICT,Complete
8/4/2008,14:00,G02393,HI A573,- Fire - Incident >$25K ,DISTRICT,Complete
8/28/2016,8:00,G02393,HI A573,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
4/25/2003,1:30,G02719,HI A582,- Fire ,DISTRICT,Complete
3/16/2015,16:30,G02719,HI A582,- Explosion - Structural Damage ,DISTRICT,Complete
5/26/2022,9:00,G02719,HI A582,- Required Evacuation - Pollution - spill > 1 Bbl.,DISTRICT,Complete
3/24/2014,16:30,G02721,HI A595,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
11/8/2016,14:21,,HI A595,- dropped object,DISTRICT,Complete
10/7/2013,10:30,,HI A596,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
5/10/2009,11:15,G13342,HI A263,- Incident >$25K - Crane ,DISTRICT,Complete
7/30/2008,15:15,G02404,HI A283,- Fire ,DISTRICT,Complete
6/30/2005,12:05,G25601,HI A287,- Fire ,DISTRICT,Complete
10/4/2004,17:20,G02735,HI A309,- Fire ,DISTRICT,Complete
5/12/2003,11:00,G02423,HI A334,- Fire ,DISTRICT,Complete
7/20/2005,18:00,G02423,HI A334,- Fire - Injury ,DISTRICT,Complete
6/12/2015,12:30,G02423,HI A334,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/14/2016,2:30,G02429,HI A351,- Crane ,DISTRICT,Complete
6/5/2003,6:45,G02433,HI A368,- Fatality ,PANEL,Complete
8/6/2014,2:00,G02433,HI A368,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
4/5/2018,15:18,G02433,HI A368,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
6/29/2006,8:10,G02754,HI A376,- Injury ,DISTRICT,Complete
3/7/2007,19:35,G02754,HI A376,- Fire ,DISTRICT,Complete
4/2/2013,9:25,G02754,HI A376,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
1/3/2014,5:15,G13808,HI A379,- Fire - Generator Fire,DISTRICT,Complete
4/20/2015,12:30,G13808,HI A379,- Fire - Incident >$25K ,DISTRICT,Complete
2/21/2024,13:19,G13808,HI A379,- Fire ,DISTRICT,Complete
9/4/2023,9:00,G13808,HI A379,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
8/8/2010,22:00,G02757,HI A382,- Fire - Air compressor fire,DISTRICT,Complete
6/2/2023,12:30,G02757,HI A382,- Crane ,DISTRICT,Complete
10/18/2012,8:25,G03316,HI A384,- LTA (>3 days) - Required Evacuation - Crane - Foot Injury,DISTRICT,Complete
4/10/2011,8:36,G02759,HI A389,- Fire - Generator Fire,DISTRICT,Complete
6/8/1997,13:45,G12136,EW 873,- Fire ,DISTRICT,Complete
12/9/1998,10:00,G12136,EW 873,- Fire ,DISTRICT,Complete
5/17/2026,15:15,G03061,MU A85,- Crane ,DISTRICT,Complete
5/4/2013,17:31,,MU A103,- Fire - Required Muster ,DISTRICT,Complete
7/31/2014,18:30,G03068,MU A111,- Other Injury - Required Evacuation ,DISTRICT,Complete
10/6/2014,20:45,G03068,MU A111,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
6/23/2015,18:00,G03068,MU A111,- Other Injury - Required Evacuation ,DISTRICT,Complete
6/25/2015,21:00,G03068,MU A111,- Fire ,DISTRICT,Complete
5/25/2013,13:45,G04699,MU A121,- Incident >$25K - Crane ,DISTRICT,Complete
3/6/2011,7:45,G05662,GI 102,- Required Evacuation - Explosion - Fire - Incident >$25K - Waiting on P&A,DISTRICT,Complete
11/12/2016,12:00,,GI 115,- LTA (>3 days) - RW/JT (1-3 days) - Required Evacuation - Fire ,PANEL,Complete
12/3/2017,22:15,G13944,GI 116,- Fire - Incident >$25K ,DISTRICT,Complete
10/27/2011,1:00,G04090,WC 294,- LTA (>3 days) - Required Evacuation - Tubing hanger pin ejected,DISTRICT,Complete
5/2/2026,2:15,G03520,WC 498,- RW/JT (1-3 days) - Required Evacuation ,DISTRICT,Complete
12/1/2008,10:00,G02006,WC 504,- Fire ,DISTRICT,Complete
9/28/2010,16:15,G02226,WC 534,- Fire - Portable offshore office bldg.,DISTRICT,Complete
10/24/2014,14:55,G14342,WC 544,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
11/13/2009,7:41,G02023,WC 593,- Fire - Required Muster ,DISTRICT,Complete
11/1/2011,15:13,G12808,WC 616,- LTA (>3 days) - Troubleshooting Gen. Starter,DISTRICT,Complete
5/31/2016,14:45,G12808,WC 616,- RW/JT (1-3 days) - Required Evacuation - Crane ,DISTRICT,Complete
5/28/2010,14:15,G02560,WC 630,- LTA (>3 days) - Required Evacuation - Fire - Cutting torch fire,DISTRICT,Complete
2/27/2009,11:20,G02027,WC 639,- LTA (>3 days) - Required Evacuation - Crane ,DISTRICT,Complete
9/28/2012,9:15,G02027,WC 639,- RW/JT (>3 days) - Required Evacuation - Hand Injury,DISTRICT,Complete
4/18/2011,3:30,G02241,WC 643,- Fatality - Crane ,PANEL,Complete
10/2/2008,13:50,G16224,WC 661,- LTA (>3 days) - Other Lifting Device ,DISTRICT,Complete
8/29/2011,5:45,G13363,GB 72,- LTA (>3 days) - Required Evacuation - Open hole on crane deck.,DISTRICT,Complete
12/26/2011,15:40,G13363,GB 72,- LTA (>3 days) - Injury while decomm. crane,DISTRICT,Complete
5/22/2008,15:35,G11455,GB 128,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
11/18/2014,11:00,G11455,GB 128,- LTA (>3 days) - Required Evacuation ,DISTRICT,Complete
2/2/2020,16:00,G11455,GB 128,- RW/JT (>3 days) - Required Evacuation ,DISTRICT,Complete
9/19/2017,16:00,G11445,GB 128,- Shutdown from Gas Release - Required Muster ,DISTRICT,Complete
11/8/2017,1:20,G11445,GB 128,- LTA (>3 days) - LTA (1-3) days - Required Evacuation - Explosion - Fire - Incident >$25K - Structural Damage - Required Muster - Platform Evacuation,DISTRICT,Complete
3/14/2018,16:40,G13367,GB 161,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,DISTRICT,Complete
